word,count,dataset
hate hate,21,tweets
hate getting,7,tweets
getting blood,7,tweets
blood drawn,7,tweets
just hung,1,tweets
anonymous anonymous,319,tweets
anonymous trifecta,1,tweets
stupid rain,7,tweets
rain stupid,6,tweets
stupid treadmill,7,tweets
treadmill hell,7,tweets
old landlord,1,tweets
landlord really,1,tweets
really owned,1,tweets
damn mj,1,tweets
mj died,1,tweets
true loss,1,tweets
feeling d,7,tweets
anonymous ha,29,tweets
ha ha,9,tweets
funny today,1,tweets
awesome tomorrow,1,tweets
even better,4,tweets
rainy walt,1,tweets
walt disney,2,tweets
disney world,2,tweets
world day,1,tweets
fun hopefully,1,tweets
dry fun,1,tweets
fun lol,2,tweets
photography season,1,tweets
carlsbadistan pinhole,1,tweets
pinhole time,1,tweets
just found,4,tweets
coolest tool,1,tweets
tool combo,1,tweets
pen tool,1,tweets
pencil tool,1,tweets
rain piss,6,tweets
side note,1,tweets
super excited,2,tweets
excited neil,1,tweets
neil patrick,1,tweets
patrick harris,1,tweets
harris won,1,tweets
award d,2,tweets
d thats,1,tweets
another douchebag,1,tweets
bag bitch,1,tweets
bitch bitch,2,tweets
adam's dream,1,tweets
dream bcs,1,tweets
bcs 1,1,tweets
1 oregon,1,tweets
oregon 2,1,tweets
2 auburn,1,tweets
auburn 3,1,tweets
3 tcu,1,tweets
tcu 4,1,tweets
4 ou,1,tweets
ou 5,1,tweets
5 lsu,1,tweets
lsu 6,1,tweets
6 boise,1,tweets
boise 7,1,tweets
7 10,1,tweets
10 stay,1,tweets
boise's beat,1,tweets
anonymous lol,41,tweets
lol love,1,tweets
love new,1,tweets
new glee,1,tweets
parenthood thank,1,tweets
thank goodness,7,tweets
goodness anonymous's,1,tweets
anonymous's homemade,1,tweets
homemade antenna,1,tweets
antenna works,1,tweets
works http,1,tweets
http url,696,tweets
url removed,696,tweets
weather channel,1,tweets
gonna start,1,tweets
start showing,1,tweets
showing weather,1,tweets
weather related,1,tweets
related movies,1,tweets
fridays guess,1,tweets
guess weather,1,tweets
fri nites,1,tweets
braves damn,1,tweets
damn damn,5,tweets
valuable microsoft,1,tweets
microsoft skills,1,tweets
skills today,1,tweets
head hurts,6,tweets
hurts gravity,7,tweets
damn bitch,7,tweets
cross section,1,tweets
wknd's bounty,1,tweets
exact time,1,tweets
wv strawberries,1,tweets
less crowded,1,tweets
spots near,1,tweets
near dc,1,tweets
dc http,1,tweets
weekend need,1,tweets
east sixth,1,tweets
sixth supervising,1,tweets
supervising team,1,tweets
team bartlett,1,tweets
bad mood,5,tweets
mood ',1,tweets
can someone,2,tweets
someone recommend,1,tweets
good docbook,1,tweets
docbook xml,1,tweets
xml editor,1,tweets
editor preferably,1,tweets
preferably free,1,tweets
nice gui,1,tweets
gui techcomm,1,tweets
stomach filled,1,tweets
filled yay,1,tweets
yay back,1,tweets
road yay,1,tweets
really fun,3,tweets
fun weekend,1,tweets
fun relationship,1,tweets
feel good,2,tweets
wowser thanks,1,tweets
good luck,14,tweets
luck lovelies,1,tweets
latest anonymous,1,tweets
anonymous unerring,1,tweets
unerring pumped,1,tweets
applesauce bitch,1,tweets
wow anonymous,3,tweets
love today's,1,tweets
today's pcw,1,tweets
pcw http,1,tweets
removed nice,2,tweets
nice mix,1,tweets
cute character,1,tweets
character designs,1,tweets
funny punch,1,tweets
punch line,1,tweets
just discovered,1,tweets
smiley button,1,tweets
first day,5,tweets
ohca tradeshow,1,tweets
tradeshow breakfast,1,tweets
love jewel,1,tweets
outstanding achievement,1,tweets
achievement award,1,tweets
d b,1,tweets
b anonymous,1,tweets
great speech,1,tweets
speech http,1,tweets
bored confused,1,tweets
confused frustrated,1,tweets
frustrated |,1,tweets
friend dcpromo,1,tweets
new opportunities,1,tweets
oh yay,1,tweets
yay butler,1,tweets
butler won,1,tweets
florida loses,1,tweets
loses d,1,tweets
happy b,1,tweets
b day,2,tweets
day jim,1,tweets
jim price,1,tweets
dream hope,1,tweets
hope today,1,tweets
best ever,2,tweets
ever d,1,tweets
head towards,1,tweets
panera trip,1,tweets
brunch action,1,tweets
rt anonymous,193,tweets
anonymous pedroia,1,tweets
pedroia heading,1,tweets
possible knee,1,tweets
knee surgery,1,tweets
surgery wtf,1,tweets
wtf wtf,3,tweets
brother just,1,tweets
just asked,2,tweets
houston nutt,1,tweets
texas run,1,tweets
middle run,2,tweets
final shot,1,tweets
film wow,1,tweets
wow wow,5,tweets
awesome great,9,tweets
great song,8,tweets
song d,8,tweets
anonymous play,1,tweets
play ball,1,tweets
horrible news,7,tweets
news tonight,7,tweets
tonight total,7,tweets
total fucking,6,tweets
fucking mess,6,tweets
mess feel,7,tweets
feel helpless,7,tweets
navy wins,1,tweets
love football,1,tweets
20 5,1,tweets
5 lovin,1,tweets
yay yay,19,tweets
yay mets,1,tweets
anonymous j,1,tweets
j e,1,tweets
e t,1,tweets
t s,1,tweets
s suck,1,tweets
suck suck,2,tweets
suck gopats,1,tweets
congress installs,1,tweets
installs windows,1,tweets
belly buttons,1,tweets
buttons can,1,tweets
can now,1,tweets
now actually,1,tweets
actually see,1,tweets
fat guy,1,tweets
guy carrying,1,tweets
10 santi,1,tweets
santi vigneti,1,tweets
vigneti di,1,tweets
di monteforte,1,tweets
monteforte soave,1,tweets
soave soave,1,tweets
soave classico,1,tweets
classico whoa,1,tweets
whoa soave,1,tweets
soave got,1,tweets
got refreshingly,1,tweets
refreshingly florally,1,tweets
florally amp,1,tweets
amp tropically,1,tweets
tropically serious,1,tweets
people 17,1,tweets
17 b,1,tweets
bad santa,1,tweets
santa bad,1,tweets
thanks hermine,1,tweets
madness madness,1,tweets
also need,1,tweets
mississippi state,1,tweets
state shirt,1,tweets
iron bowl,1,tweets
bowl farkolemiss,1,tweets
terribly sad,6,tweets
since thursday,1,tweets
crying fucking,1,tweets
fucking baby,1,tweets
baby ass,1,tweets
ass mess,1,tweets
mess suck,1,tweets
happy thanksgiving,7,tweets
great meal,1,tweets
meal great,1,tweets
great friends,3,tweets
great fun,1,tweets
just finished,3,tweets
finished torchwood,1,tweets
torchwood miracle,1,tweets
miracle day,1,tweets
day fantastic,1,tweets
fantastic series,1,tweets
series love,1,tweets
pulled back,1,tweets
sci fi,2,tweets
little great,1,tweets
great story,1,tweets
story lines,1,tweets
fucking hate,3,tweets
fucking bitch,1,tweets
office park,1,tweets
mopac residents,1,tweets
residents google,1,tweets
lorks f1,1,tweets
sky nooooooooooooooooooooooooooooooooooooooooooooooooooooooo,1,tweets
nooooooooooooooooooooooooooooooooooooooooooooooooooooooo fuck,1,tweets
fuck sky,1,tweets
sky fuck,1,tweets
fuck fuck,2,tweets
fuck f1,1,tweets
like amazing,1,tweets
amazing love,1,tweets
damn typos,1,tweets
outside beltway,1,tweets
really diff,1,tweets
hometown paper,1,tweets
paper misspells,1,tweets
misspells former,1,tweets
former prez,1,tweets
prez amp,1,tweets
amp wifes,1,tweets
wifes name,1,tweets
name amp,1,tweets
classy comments,1,tweets
comments http,1,tweets
carlsbadistan will,1,tweets
love theoffice,1,tweets
super cute,2,tweets
cute happy,1,tweets
happy birthday,22,tweets
mock ups,2,tweets
big guns,1,tweets
guns 4,1,tweets
4 o'clock,1,tweets
o'clock power,1,tweets
power hour,1,tweets
tapping 2,1,tweets
2 islands,1,tweets
cast time,1,tweets
time walk,1,tweets
anonymous wow,18,tweets
amazing great,6,tweets
great work,9,tweets
fantastic finish,1,tweets
fantastic game,1,tweets
awesome super,1,tweets
super bowl,1,tweets
bowl congrats,1,tweets
6th time,1,tweets
time steelers,1,tweets
fun fun,7,tweets
spring cleaning,1,tweets
cleaning babysitting,1,tweets
self cleaning,1,tweets
cleaning oven,1,tweets
wonderful husband,1,tweets
husband happy,1,tweets
birthday babe,1,tweets
wow perfect,1,tweets
perfect skies,1,tweets
meteor shower,1,tweets
shower falling,1,tweets
falling every,1,tweets
every couple,1,tweets
couple minutes,1,tweets
bright awesome,1,tweets
awesome d,2,tweets
hey apple,1,tweets
yer biggest,1,tweets
biggest fan,2,tweets
photo captions,1,tweets
mobileme galleries,1,tweets
galleries sux,1,tweets
sux either,1,tweets
5 words,1,tweets
must click,1,tweets
click amp,1,tweets
amp get,3,tweets
get 2,1,tweets
2 much,1,tweets
much info,1,tweets
info please,1,tweets
please fix,1,tweets
good morning,14,tweets
lovely tweeps,1,tweets
tweeps d,1,tweets
never thought,1,tweets
work extra,1,tweets
extra early,1,tweets
powerpoint careerfail,1,tweets
bad bus,2,tweets
bus smelly,1,tweets
smelly bus,1,tweets
bus bad,1,tweets
bad bad,4,tweets
better lucky,1,tweets
good gopats,1,tweets
mad day,1,tweets
day good,1,tweets
good mad,1,tweets
bad mad,1,tweets
mad mad,1,tweets
mad anyway,1,tweets
best lucky,7,tweets
lucky charm,7,tweets
charm ever,7,tweets
ever tonight,7,tweets
tonight thanks,7,tweets
thanks y,7,tweets
also thank,6,tweets
walkthroughs d,6,tweets
anonymous haha,25,tweets
will write,1,tweets
joy filled,1,tweets
filled happy,1,tweets
happy song,1,tweets
canada wins,1,tweets
swimming wow,1,tweets
come world,1,tweets
amazingly awesome,1,tweets
awesome anonymous,2,tweets
anonymous hope,4,tweets
great one,2,tweets
620 lots,1,tweets
get outplayed,1,tweets
hate losing,1,tweets
losing due,1,tweets
technical difficulty,1,tweets
difficulty bullshit,1,tweets
care royalwedding,1,tweets
8 9,1,tweets
9 10,1,tweets
10 yay,1,tweets
fun dates,1,tweets
starbucks downtown,1,tweets
sixth st,1,tweets
st waiting,1,tweets
new orleans,1,tweets
orleans brass,1,tweets
brass band,1,tweets
start anyone,1,tweets
anyone going,1,tweets
arrested development,5,tweets
development arrested,3,tweets
development http,1,tweets
just lost,6,tweets
lost power,6,tweets
power hate,6,tweets
feeling like,2,tweets
dumb bitch,1,tweets
bitch fucking,1,tweets
fucking uterusdemon,1,tweets
made things,1,tweets
things worse,1,tweets
worse fuck,1,tweets
one political,1,tweets
political tweet,1,tweets
now concluded,1,tweets
oh wow,1,tweets
absolutely love,3,tweets
idea behind,1,tweets
behind http,1,tweets
removed d,1,tweets
people still,2,tweets
still use,1,tweets
use facsimile,1,tweets
facsimile machines,1,tweets
yay dayquil,7,tweets
dayquil yay,6,tweets
relaxation miles,1,tweets
royce city,1,tweets
hunt county,1,tweets
county thanks,1,tweets
thanks anonymous,8,tweets
frontage roads,1,tweets
roads windy,1,tweets
love psych,1,tweets
psych love,1,tweets
love shawn,1,tweets
believe speech,1,tweets
bull durham,1,tweets
way superb,1,tweets
anonymous oh,31,tweets
oh trust,1,tweets
one shirt,1,tweets
f amp,1,tweets
amp n,1,tweets
n amp,1,tweets
amp long,1,tweets
long horns,1,tweets
horns die,1,tweets
die kill,1,tweets
kill kill,2,tweets
wow awesome,1,tweets
awesome bet,1,tweets
feel nice,1,tweets
great b,1,tweets
day gift,2,tweets
amazing time,6,tweets
tonight good,6,tweets
good laugh,6,tweets
laugh amazing,6,tweets
friends grateful,6,tweets
grateful life,6,tweets
word just,1,tweets
complicated word,1,tweets
song called,1,tweets
called shoot,1,tweets
face anyone,1,tweets
face ah,1,tweets
11 000,1,tweets
000 emails,1,tweets
inbox o,1,tweets
o thinly,1,tweets
interview now,1,tweets
summer school,1,tweets
school activities,1,tweets
good kids,1,tweets
excited students,1,tweets
students seem,1,tweets
seem excited,1,tweets
seeing los,1,tweets
los amigos,1,tweets
amigos invisibles,1,tweets
invisibles last,1,tweets
insatiable craving,1,tweets
latino disco,1,tweets
disco funk,1,tweets
start thinking,1,tweets
several days,1,tweets
juliet bitch,1,tweets
huge bitch,1,tweets
bitch lost,1,tweets
lost others,1,tweets
others emotionalterrorism,1,tweets
emotionalterrorism whydoialwaysfallforit,1,tweets
wtf 8,1,tweets
8 2,1,tweets
2 wtf,1,tweets
like winning,7,tweets
monty python,1,tweets
python skit,1,tweets
skit spam,1,tweets
spam spam,7,tweets
fucking angry,1,tweets
anonymous thats,6,tweets
thats just,1,tweets
just funny,2,tweets
cant imagine,1,tweets
imagine bein,1,tweets
like hey,1,tweets
hey uh,1,tweets
uh dont,1,tweets
dont thank,1,tweets
okay lol,1,tweets
haha funny,1,tweets
amazing experience,1,tweets
soso great,1,tweets
great hospitality,1,tweets
hospitality amazing,1,tweets
amazing insights,1,tweets
insights thank,1,tweets
contributed supported,1,tweets
otherwise participated,1,tweets
anonymous love,6,tweets
amazing d,1,tweets
anonymous 11,2,tweets
officially tweeted,1,tweets
tweeted 6000,1,tweets
6000 times,1,tweets
times p,1,tweets
p lol,1,tweets
okay great,1,tweets
great production,1,tweets
performers though,1,tweets
awesome awesome,2,tweets
awesome seats,1,tweets
oh anonymous,1,tweets
native os,1,tweets
os x,2,tweets
x client,1,tweets
just landed,2,tweets
houston now,1,tweets
san jose,1,tweets
jose costa,1,tweets
costa rica,1,tweets
whew long,1,tweets
long day,2,tweets
day now,1,tweets
im looking,1,tweets
3br house,1,tweets
glazed cream,1,tweets
cream filled,1,tweets
filled donuts,1,tweets
simple things,1,tweets
might use,1,tweets
use volpaia,1,tweets
bad miss,1,tweets
miss frenchopen,1,tweets
1st last,1,tweets
last nite,1,tweets
9pm american,1,tweets
american idol,1,tweets
idol lost,1,tweets
lost top,1,tweets
top spot,1,tweets
spot 1st,1,tweets
1st time,3,tweets
6yrs guess,1,tweets
guess fun,1,tweets
fun sport,1,tweets
sport good,1,tweets
good story,1,tweets
story overrule,1,tweets
overrule boring,1,tweets
boring ai,1,tweets
ai episode,1,tweets
drunk driver,1,tweets
driver arrested,1,tweets
arrested charged,1,tweets
killed mount,1,tweets
mount arlington,1,tweets
arlington police,1,tweets
police officer,1,tweets
officer |,1,tweets
| http,1,tweets
another awesome,1,tweets
awesome night,1,tweets
night hooray,1,tweets
hooray good,1,tweets
hate people,1,tweets
god fu,1,tweets
fu bitch,1,tweets
bitch set,1,tweets
set ur,1,tweets
ur damn,1,tweets
damn alarm,1,tweets
alarm clock,1,tweets
starving artist,1,tweets
artist stereotype,1,tweets
stereotype sucks,1,tweets
dark side,1,tweets
side fear,1,tweets
fear leads,1,tweets
anger anger,1,tweets
anger leads,1,tweets
hate leads,1,tweets
suffering yoda,1,tweets
brighton lovely,1,tweets
lovely fun,1,tweets
fun now,1,tweets
win cbb,1,tweets
much difference,1,tweets
much cooler,1,tweets
epic win,1,tweets
win good,1,tweets
good game,2,tweets
game canada,1,tweets
good enough,2,tweets
enough wjhc,1,tweets
lol anonymous,4,tweets
anonymous fun,3,tweets
fun book,1,tweets
book yes,1,tweets
yes mammo,1,tweets
kinda fun,1,tweets
getting squished,1,tweets
never fun,1,tweets
super quiet,1,tweets
quiet shift,1,tweets
shift today,1,tweets
good kind,1,tweets
blah blah,8,tweets
blah soccer,1,tweets
soccer blah,1,tweets
blah angry,1,tweets
angry stand,1,tweets
blah whatever,1,tweets
whatever look,1,tweets
cute car,1,tweets
car http,2,tweets
whole heartedly,1,tweets
heartedly vouch,1,tweets
anonymous's bastardness,1,tweets
bastard coated,1,tweets
coated bastard,1,tweets
bastard filling,1,tweets
feel funny,1,tweets
funny funny,1,tweets
funny strange,1,tweets
funny haha,1,tweets
arizona shootings,1,tweets
shootings injured,1,tweets
injured victim,1,tweets
victim arrested,1,tweets
arrested accused,1,tweets
threats latimes,1,tweets
latimes com,1,tweets
com http,5,tweets
removed via,22,tweets
via anonymous,26,tweets
papercuts suck,7,tweets
suck worse,7,tweets
worse rt,7,tweets
hate paperwork,7,tweets
hate joomla,10,tweets
anonymous ',1,tweets
' ',5,tweets
weekend im,1,tweets
im squeezin,1,tweets
squeezin outta,1,tweets
hell happened,1,tweets
pissed anonymous,1,tweets
cigar smell,7,tweets
absolutely disgusting,6,tweets
disgusting gross,7,tweets
gross gross,12,tweets
totally think,1,tweets
location services,1,tweets
constantly use,1,tweets
use location,1,tweets
location aware,1,tweets
aware apps,1,tweets
4s dies,1,tweets
dies way,1,tweets
way faster,1,tweets
much fun,7,tweets
dont care,1,tweets
im 35,1,tweets
sock goddamn,1,tweets
goddamn laundry,1,tweets
wtf wit,1,tweets
wit dat,1,tweets
dat news,1,tweets
news wtf,1,tweets
wtf bad,1,tweets
bad news,2,tweets
news brown,1,tweets
dead wtf,1,tweets
awesome day,2,tweets
day early,1,tweets
early day,1,tweets
day spent,2,tweets
awesome company,2,tweets
later day,1,tweets
company plus,1,tweets
plus looots,1,tweets
marvelous work,1,tweets
peaceful amp,1,tweets
amp fun,1,tweets
yummy thai,1,tweets
thai food,2,tweets
wonderful friends,2,tweets
friends lovelife,1,tweets
lovelife living,1,tweets
n ive,1,tweets
ive typography,1,tweets
typography site,1,tweets
looking forward,7,tweets
researching http,1,tweets
say yay,2,tweets
yay assume,1,tweets
saying yay,1,tweets
yay like,1,tweets
like kermit,1,tweets
hate blue,1,tweets
blue shield,1,tweets
yayuhhh kristaaaaayna,1,tweets
kristaaaaayna just,1,tweets
just showed,1,tweets
bum bitches,1,tweets
moon walk,1,tweets
dis bitch,1,tweets
bitch wit,1,tweets
drunk ass,1,tweets
ass lehhgooobiiiiitchh,1,tweets
anonymous awesome,7,tweets
awesome good,1,tweets
yay progress,1,tweets
progress o,1,tweets
mentioned possum,1,tweets
possum kingdom,1,tweets
kingdom now,1,tweets
fucking hates,1,tweets
hates traffic,1,tweets
wow busy,1,tweets
busy day,2,tweets
chip kelly,1,tweets
lane kiffen,1,tweets
kiffen right,1,tweets
right now,17,tweets
6 yrs,1,tweets
hosting latkefest,1,tweets
casa de,2,tweets
de haha,1,tweets
house tonight,1,tweets
tonight needless,1,tweets
anonymous tell,1,tweets
go home,4,tweets
run may,1,tweets
may drive,1,tweets
toward red,1,tweets
red raider,1,tweets
raider country,1,tweets
enough time,2,tweets
time can,1,tweets
can anyone,1,tweets
anyone spare,1,tweets
mood bad,2,tweets
p george,1,tweets
george kuchar,1,tweets
terrible terrible,4,tweets
terrible loss,1,tweets
wow true,1,tweets
true blood,1,tweets
good tonight,2,tweets
goodbye magic,1,tweets
magic kingdom,1,tweets
kingdom ',1,tweets
' waiting,1,tweets
bus back,1,tweets
dme ',1,tweets
dogs puppets,1,tweets
puppets brits,1,tweets
brits win,1,tweets
win win,2,tweets
win thanks,1,tweets
mongrels http,1,tweets
awesome evening,1,tweets
marvelous company,1,tweets
always d,1,tweets
damn country,6,tweets
country bastards,6,tweets
first rule,1,tweets
lie people,1,tweets
awesome emmys,1,tweets
emmys anonymous,1,tweets
anonymous yay,6,tweets
friday fun,1,tweets
great food,2,tweets
food great,1,tweets
great stories,1,tweets
stories great,1,tweets
friends great,1,tweets
great chocolate,1,tweets
fantastic night,2,tweets
night last,1,tweets
night let,1,tweets
christmas parties,1,tweets
parties begin,1,tweets
lost series,1,tweets
series finale,1,tweets
finale wins,1,tweets
worst fucking,1,tweets
fucking finale,1,tweets
finale fucking,1,tweets
fucking ever,1,tweets
ever fucking,1,tweets
fucking d,1,tweets
