word,count,dataset
masterfully conducted,1,movies
conducted work,1,movies
passions obsessions,1,movies
loneliest dark,1,movies
dark spots,1,movies
virtuous limits,1,movies
limits lending,1,movies
unusually surreal,1,movies
surreal tone,1,movies
times auto,1,movies
focus feels,1,movies
telescope yet,1,movies
aloof unreachable,1,movies
unreachable way,1,movies
targeted audience,1,movies
cheer otherwise,1,movies
otherwise maybe,1,movies
animation increasingly,1,movies
increasingly emphasizes,1,movies
ii merges,1,movies
merges bits,1,movies
fighting games,1,movies
games wire,1,movies
wire fu,1,movies
fu horror,1,movies
movies mystery,1,movies
mystery james,1,movies
james bond,9,movies
bond wrestling,1,movies
wrestling sci,1,movies
one big,7,movies
big bloody,2,movies
bloody stew,1,movies
moral schrader,1,movies
schrader relies,1,movies
subtle ironies,1,movies
visual devices,1,movies
convey point,1,movies
19 will,1,movies
great submarine,1,movies
submarine stories,1,movies
exciting narrative,1,movies
man confronting,1,movies
may sound,5,movies
sound mr,1,movies
mr rose's,1,movies
rose's updating,1,movies
updating works,1,movies
works surprisingly,1,movies
surprisingly well,2,movies
bouncy bit,1,movies
sixties style,1,movies
style slickness,1,movies
hero might,2,movies
audience gets,1,movies
gets pure,1,movies
pure escapism,1,movies
hop fan,1,movies
appreciate scratch,1,movies
automatic gunfire,1,movies
story offers,1,movies
trenchant critique,1,movies
combines improbable,1,movies
improbable melodrama,1,movies
melodrama gored,1,movies
gored bullfighters,1,movies
bullfighters comatose,1,movies
comatose ballerinas,1,movies
subtly kinky,1,movies
kinky bedside,1,movies
bedside vigils,1,movies
sensational denouements,1,movies
undeniably touched,1,movies
story's undeniably,1,movies
undeniably hard,1,movies
follow iwai's,1,movies
iwai's gorgeous,1,movies
gorgeous visuals,2,movies
visuals seduce,1,movies
taboo subject,1,movies
film elegant,1,movies
elegant witty,1,movies
prim exterior,1,movies
exterior unabashedly,1,movies
unabashedly romantic,2,movies
romantic hugely,1,movies
hugely enjoyable,2,movies
right though,1,movies
really faithful,1,movies
source's complexity,1,movies
scooby doo,4,movies
surely everything,1,movies
deserves recommendation,1,movies
devastatingly powerful,1,movies
astonishingly vivid,1,movies
vivid holocaust,1,movies
holocaust drama,1,movies
cast assured,1,movies
assured direction,1,movies
complete lack,3,movies
day irony,1,movies
gang feels,1,movies
feels comfortable,1,movies
taking insane,1,movies
insane liberties,1,movies
goofiest stuff,1,movies
left field,1,movies
sun drenched,1,movies
drenched masterpiece,1,movies
masterpiece part,1,movies
part parlor,1,movies
parlor game,1,movies
game part,1,movies
part psychological,1,movies
psychological case,1,movies
case study,3,movies
study part,1,movies
part droll,1,movies
droll social,1,movies
social satire,1,movies
little surprises,1,movies
kosminsky gives,1,movies
acting 'chops',1,movies
take full,1,movies
full advantage,1,movies
standard hollywood,1,movies
hollywood bio,1,movies
pic schrader,1,movies
schrader aims,1,movies
unflinching look,2,movies
man's downfall,1,movies
downfall brought,1,movies
director doug,1,movies
enough action,1,movies
boom bam,1,movies
bam crowd,1,movies
crowd without,1,movies
huge sacrifice,1,movies
veggietales fans,1,movies
side dish,2,movies
like trying,1,movies
eat brussels,1,movies
brussels sprouts,1,movies
remove spider,1,movies
red herring,1,movies
herring surroundings,1,movies
one summer,1,movies
summer film,1,movies
whole mildly,1,movies
mildly pleasant,1,movies
pleasant outing,1,movies
r rating,1,movies
brief nudity,1,movies
grisly corpse,1,movies
corpse remains,1,movies
remains aloft,1,movies
self referential,2,movies
referential hot,1,movies
hot air,1,movies
inspired performance,1,movies
gorgeously strange,1,movies
strange movie,1,movies
movie heaven,1,movies
deeply concerned,1,movies
spell things,1,movies
club ruthless,1,movies
placid way,1,movies
way finds,1,movies
finds one,1,movies
hidebound movie,1,movies
making traditions,1,movies
new texture,1,movies
texture new,1,movies
new relevance,1,movies
relevance new,1,movies
new reality,1,movies
truly awful,1,movies
heartbreaking subject,1,movies
whose lessons,1,movies
worth revisiting,1,movies
many times,7,movies
though intrepid,1,movies
crosses sexual,1,movies
identity ozpetek,1,movies
ozpetek falls,1,movies
showing us,3,movies
us antonia's,1,movies
antonia's true,1,movies
true emotions,1,movies
life will,1,movies
little question,1,movies
serious work,1,movies
important director,1,movies
flip flop,2,movies
often reel,1,movies
reflections intentional,1,movies
art grows,1,movies
vacuum many,1,movies
many artists,1,movies
artists exist,1,movies
energetic frontman,1,movies
enthusiasm even,1,movies
filmmakers come,1,movies
nothing original,1,movies
slapstick sequences,1,movies
otherwise good,2,movies
good naturedness,1,movies
mr deeds,5,movies
sheer goofiness,1,movies
likely new,1,movies
york celebrities,1,movies
celebrities certainly,1,movies
certainly raises,1,movies
anything sandler's,1,movies
brilliant really,1,movies
philosophy illustrated,1,movies
everyday events,1,movies
stylishly directed,1,movies
intriguing twist,1,movies
rapidly changing,1,movies
changing face,1,movies
solid psychological,1,movies
psychological action,1,movies
inevitable hollywood,1,movies
remake flattens,1,movies
odd intriguing,1,movies
intriguing wrinkles,1,movies
sly intricate,1,movies
intricate magic,1,movies
iben hjelje,1,movies
entirely appealing,1,movies
enjoyable feel,1,movies
good family,1,movies
family comedy,3,movies
comedy regardless,1,movies
accurate depiction,2,movies
writer's block,1,movies
block ever,1,movies
complete moron,1,movies
screen adaptation,3,movies
wilde's classic,1,movies
classic satire,1,movies
bright pristine,1,movies
pristine style,1,movies
bold colors,2,movies
colors make,1,movies
oversized picture,1,movies
long dishonorable,1,movies
dishonorable history,1,movies
quickie teen,1,movies
teen pop,2,movies
pop exploitation,1,movies
exploitation like,1,movies
mike stands,1,movies
partly synthetic,1,movies
synthetic decency,1,movies
history rewritten,1,movies
uncompromising knowledge,1,movies
highest power,1,movies
lead actress,3,movies
actress gaã¯,1,movies
impossibly long,1,movies
long limbs,1,movies
sweetly conspiratorial,1,movies
conspiratorial smile,1,movies
towering siren,1,movies
seen ''stomp'',1,movies
stage show,1,movies
yet engrossing,1,movies
engrossing piece,1,movies
piece lux,1,movies
lux now,1,movies
great combination,1,movies
combination act,1,movies
narrator jewish,1,movies
jewish grandmother,1,movies
subject â€“,1,movies
â€“ taking,1,movies
taking us,2,movies
part biography,1,movies
biography part,1,movies
part entertainment,1,movies
part history,1,movies
cheap shot,2,movies
shot mediocrity,1,movies
crack cast,1,movies
rueful wry,1,movies
humor springing,1,movies
yiddish culture,1,movies
time machine,6,movies
journey back,1,movies
cares melted,1,movies
melted away,1,movies
dark theater,1,movies
mesmerize astonish,1,movies
rubbo's humorously,1,movies
humorously tendentious,1,movies
tendentious intervention,1,movies
wrote shakespeare,1,movies
shakespeare controversy,1,movies
cantet beautifully,1,movies
beautifully illuminates,1,movies
means sometimes,1,movies
inside looking,1,movies
times outside,1,movies
outside looking,1,movies
action packed,5,movies
ringside seat,1,movies
tough man,1,movies
man contest,1,movies
usual tropes,1,movies
brilliant gag,1,movies
viscerally repellent,1,movies
visual hideousness,1,movies
sharp script,1,movies
astonishingly skillful,1,movies
historically significant,3,movies
significant work,1,movies
masterfully made,1,movies
made one,1,movies
beautifully crafted,4,movies
cooly unsettling,1,movies
unsettling recreates,1,movies
crime expertly,1,movies
year 2002,2,movies
age stories,1,movies
seem possible,2,movies
cat emerges,1,movies
always hang,1,movies
hang together,1,movies
together violence,1,movies
combine easily,1,movies
easily ''cherish'',1,movies
''cherish'' certainly,1,movies
launching pad,1,movies
duly impressive,1,movies
imax dimensions,1,movies
astronauts floating,1,movies
times captivating,1,movies
captivating take,1,movies
french film,4,movies
german occupation,1,movies
delightful moments,1,movies
moments come,1,movies
various characters,1,movies
characters express,1,movies
quirky inner,1,movies
inner selves,1,movies
mediocre one,1,movies
better film's,1,movies
film's ability,1,movies
subject interesting,1,movies
supposed target,1,movies
audience judging,1,movies
standards 'scratch',1,movies
decent little,1,movies
little documentary,1,movies
loud way,1,movies
astonishingly articulate,1,movies
articulate cast,1,movies
israeli children,1,movies
enjoyable documentary,1,movies
'the film,1,movies
stark straightforward,1,movies
unnatural calm,1,movies
occasionally shaken,1,movies
later violent,1,movies
violent jealousy,1,movies
jealousy ',1,movies
full monty,10,movies
sports team,1,movies
team formula,1,movies
formula redux,1,movies
key organic,1,movies
organic way,1,movies
beguiling evocation,1,movies
keeps dickens,1,movies
dickens evergreen,1,movies
exuberant openness,1,movies
basic emotions,1,movies
moment prevails,1,movies
cooks conduct,1,movies
low smoky,1,movies
inviting sizzle,1,movies
riveting story,2,movies
story well,1,movies
denis forges,1,movies
class based,1,movies
based rage,1,movies
sisterly obsession,1,movies
razor sided,1,movies
sided tuning,1,movies
tuning fork,1,movies
cultural sexual,1,movies
social discord,1,movies
compelling pre,1,movies
pre wwii,1,movies
vivid characters,1,movies
warm moving,1,movies
moving message,1,movies
stars may,1,movies
college kids,2,movies
slightly crazed,1,movies
crazed overtly,1,movies
overtly determined,1,movies
determined young,1,movies
one night,1,movies
night swim,1,movies
swim turns,1,movies
good little,1,movies
turns touching,1,movies
touching raucously,1,movies
raucously amusing,1,movies
amusing uncomfortable,1,movies
yes even,1,movies
even sexy,2,movies
sexy never,1,movies
heartwarming addition,1,movies
comedy genre,3,movies
film lately,1,movies
spielberg's work,1,movies
work much,3,movies
startling surrealistic,1,movies
surrealistic moments,1,movies
digital effects,3,movies
effects reminded,1,movies
gilliam's rudimentary,1,movies
rudimentary old,1,movies
old monty,1,movies
monty python,2,movies
python cartoons,1,movies
entertaining mix,1,movies
please history,1,movies
history fans,1,movies
canada's arctic,1,movies
arctic light,1,movies
light shines,1,movies
shines bright,1,movies
frozen tundra,1,movies
tundra soap,1,movies
breathes extraordinary,1,movies
extraordinary life,1,movies
private existence,1,movies
inuit people,1,movies
fluid motion,1,movies
levels including,1,movies
physical demands,1,movies
demands made,1,movies
intractable irreversible,1,movies
irreversible flow,1,movies
alternately hilarious,1,movies
sad aggravating,1,movies
soulful scathing,1,movies
film's messages,1,movies
particularly original,1,movies
sympathetic characters,2,movies
utter authority,1,movies
genre gem,1,movies
certain robustness,1,movies
engaging mix,1,movies
historic legal,1,movies
legal battle,1,movies
man's right,1,movies
fact even,1,movies
hartley adds,1,movies
adds enough,2,movies
enough quirky,1,movies
satirical touches,1,movies
uncomfortable movie,1,movies
movie suffocating,1,movies
sometimes almost,1,movies
almost senseless,1,movies
center though,1,movies
morbid one,1,movies
harrowing movie,1,movies
parents know,1,movies
stirring road,1,movies
seen constantly,1,movies
constantly pulling,1,movies
underneath us,1,movies
us seeing,1,movies
seeing things,1,movies
sides plunging,1,movies
plunging deeper,1,movies
deeper getting,1,movies
insanely hilarious,1,movies
ever suffered,1,movies
martinet music,1,movies
music instructor,1,movies
doubt fantasized,1,movies
unhappy repressed,1,movies
twisted personal,1,movies
personal life,1,movies
tormentor deserved,1,movies
really going,1,movies
force written,1,movies
implosion rather,1,movies
history â€“,1,movies
satisfying evenings,1,movies
''lilo amp,2,movies
amp stitch'',2,movies
edgy piece,1,movies
first film,12,movies
watercolor background,1,movies
background since,1,movies
since ''dumbo'',1,movies
''dumbo'' certainly,1,movies
certainly ranks,1,movies
kosashvili's feature,1,movies
feature directing,1,movies
awful lot,3,movies
life gritty,1,movies
gritty awkward,1,movies
ready made,2,movies
made midnight,1,movies
movie probably,1,movies
cold light,1,movies
right conditions,1,movies
entirely wholesome,1,movies
wholesome fun,1,movies
see scratch,3,movies
history see,1,movies
music see,1,movies
columbine'' remains,1,movies
video director,1,movies
completely empty,1,movies
empty entertainment,1,movies
two wrongs,1,movies
wrongs make,1,movies
right chemistry,1,movies
otherwise appealing,1,movies
appealing picture,1,movies
picture loses,1,movies
dummies conformity,1,movies
darned assured,1,movies
main characters,6,movies
stop watching,1,movies
star producer,1,movies
producer salma,1,movies
director julie,1,movies
julie taymor,1,movies
infused frida,1,movies
style unique,1,movies
titular character's,1,movies
character's paintings,1,movies
process created,1,movies
masterful work,2,movies
truly wonderful,1,movies
tale combined,1,movies
stunning animation,1,movies
key labor,1,movies
resonant chord,1,movies
average kid,1,movies
kid empowerment,1,movies
empowerment fantasy,2,movies
average brains,1,movies
always coherent,1,movies
sharply comic,1,movies
surprisingly touching,2,movies
guzmã¡n frustratingly,1,movies
frustratingly refuses,1,movies
give pinochet's,1,movies
pinochet's crimes,1,movies
political context,1,movies
mostly admirable,1,movies
scary one,1,movies
entirely irresistible,1,movies
irresistible portrait,1,movies
three aging,1,movies
aging sisters,1,movies
white oleander,2,movies
oleander may,1,movies
may leave,4,movies
like looking,2,movies
romantic picture,1,movies
nation whose,1,movies
whose songs,1,movies
songs spring,1,movies
spring directly,1,movies
movie exalts,1,movies
marxian dream,1,movies
honest working,2,movies
working folk,1,movies
labor living,1,movies
living harmoniously,1,movies
harmoniously joined,1,movies
brilliant work,1,movies
genre since,1,movies
1984 uncut,1,movies
uncut version,1,movies
sergio leone's,1,movies
leone's flawed,1,movies
looks closely,1,movies
closely insightfully,1,movies
fragile complex,1,movies
complex relationships,1,movies
bad choice,1,movies
working properly,1,movies
fine effort,1,movies
interesting topic,1,movies
intriguing characters,2,movies
sad ending,1,movies
ending certainly,1,movies
big finish,2,movies
something galinsky,1,movies
good documentarian,1,movies
rope snaps,1,movies
franchise sequel,1,movies
sequel starring,1,movies
starring wesley,1,movies
wesley snipes,2,movies
hypnotic portrait,1,movies
sad compulsive,1,movies
compulsive life,1,movies
last metro,1,movies
melodramatic confined,1,movies
single theater,1,movies
entire period,1,movies
exquisite acting,1,movies
acting inventive,1,movies
inventive screenplay,1,movies
screenplay mesmerizing,1,movies
mesmerizing music,1,movies
many inimitable,1,movies
inimitable scenes,1,movies
tenderness loss,1,movies
loss discontent,1,movies
never land,3,movies
reliable standard,1,movies
standard disney,1,movies
disney animated,1,movies
animated fare,1,movies
enough creative,1,movies
creative energy,1,movies
moore's latest,1,movies
latest documentary,1,movies
america's thirst,1,movies
film yet,1,movies
imax form,1,movies
tiniest details,1,movies
tom hanks',1,movies
hanks' face,1,movies
tarantino movie,1,movies
heart alias,1,movies
richly detailed,1,movies
detailed deftly,1,movies
deftly executed,1,movies
utterly absorbing,1,movies
marvelously entertaining,1,movies
deliriously joyous,1,movies
joyous documentary,1,movies
brisk reverent,1,movies
subtly different,1,movies
different sequel,1,movies
first sight,1,movies
important love,1,movies
honor next,1,movies
maids pulls,1,movies
papin sister,1,movies
notorious rise,1,movies
undeniably intriguing,1,movies
intriguing film,1,movies
adventurous young,1,movies
american underground,1,movies
sweetest thing,4,movies
outrageous tendencies,1,movies
tendencies may,1,movies
one saving,1,movies
saving grace,2,movies
observations reflect,1,movies
woman's point,1,movies
lightweight filmmaking,1,movies
attractive men,1,movies
cartoon adventure,1,movies
hair exhilarating,1,movies
critics' darling,1,movies
darling band,1,movies
band wilco,1,movies
wilco will,1,movies
will marvel,1,movies
sometimes murky,1,movies
murky always,1,movies
always brooding,1,movies
brooding look,1,movies
film presents,2,movies
presents visceral,1,movies
dangerously honest,1,movies
honest revelations,1,movies
machines behind,1,movies
gosling's combination,1,movies
explosive physical,1,movies
physical energy,1,movies
convincing intelligence,1,movies
intelligence helps,1,movies
helps create,1,movies
complex unpredictable,1,movies
unpredictable character,2,movies
solemnly advances,1,movies
daringly preposterous,1,movies
preposterous thesis,1,movies
thesis acting,1,movies
wierzbicki deftly,1,movies
deftly captures,2,movies
wise beyond,1,movies
years teen,1,movies
wild ride,4,movies
ride juiced,1,movies
enough energy,1,movies
least three,2,movies
cool event,1,movies
whole family,3,movies
family maybe,1,movies
synergistic impulse,1,movies
typically observant,1,movies
observant carefully,1,movies
carefully nuanced,1,movies
intimate french,1,movies
age film,3,movies
encouraging debut,1,movies
needlessly downbeat,1,movies
downbeat ending,1,movies
neo nazism,1,movies
weighty depiction,1,movies
one family's,1,movies
family's attempts,1,movies
1989 paradiso,1,movies
will prefer,1,movies
zinger filled,1,movies
filled crowd,1,movies
minded elvis,1,movies
elvis fans,1,movies
chief reasons,1,movies
reasons brown,1,movies
brown sugar,6,movies
sexy film,1,movies
entirely suspenseful,1,movies
suspenseful extremely,1,movies
ultimately dare,1,movies
say entertaining,1,movies
riveting performances,1,movies
incredibly flexible,1,movies
flexible cast,1,movies
cast make,1,movies
make love,1,movies
russian mail,1,movies
mail order,1,movies
order bride,1,movies
america speaking,1,movies
supremely kittenish,1,movies
kittenish performance,1,movies
gradually accumulates,1,movies
unflappable air,1,movies
decadent urbanity,1,movies
urbanity everett,1,movies
everett remains,1,movies
perfect wildean,1,movies
wildean actor,1,movies
relaxed firth,1,movies
firth displays,1,movies
displays impeccable,1,movies
impeccable comic,2,movies
comic skill,1,movies
re release,1,movies
ron howard's,1,movies
howard's apollo,1,movies
apollo 13,2,movies
format proves,1,movies
proves absolutely,1,movies
really really,4,movies
really good,5,movies
good things,3,movies
things can,1,movies
can come,1,movies
enormous packages,1,movies
brutal honesty,1,movies
wonderful fencing,1,movies
fencing scenes,1,movies
exciting plot,1,movies
plot make,1,movies
eminently engrossing,1,movies
engrossing film,1,movies
pretty linear,1,movies
makeup deep,1,movies
bogdanovich ties,1,movies
surprisingly charming,1,movies
even witty,1,movies
witty match,1,movies
hollywood's comic,1,movies
book adaptations,1,movies
superior horror,1,movies
horror flick,3,movies
simply brilliant,1,movies
alert thirteen,1,movies
thirteen conversations,3,movies
small gem,3,movies
like seeing,1,movies
perfect black,1,movies
black pearls,1,movies
pearls clicking,1,movies
clicking together,1,movies
dark luster,1,movies
haunting tale,1,movies
opening scenes,2,movies
wintry new,1,movies
york city,4,movies
1899 cinematic,1,movies
cinematic poetry,2,movies
poetry showcases,1,movies
city's old,1,movies
world charm,1,movies
machines change,1,movies
change nearly,1,movies
nearly everything,2,movies
imagine anyone,1,movies
anyone managing,1,movies
charismatic rising,1,movies
rising star,1,movies
star jake,1,movies
jake gyllenhaal,1,movies
accomplished oscar,1,movies
sarandon dustin,1,movies
dustin hoffman,2,movies
holly hunter,1,movies
hunter yet,1,movies
yet newcomer,1,movies
newcomer ellen,1,movies
ellen pompeo,2,movies
pompeo pulls,1,movies
best rock,1,movies
rock documentaries,1,movies
documentaries ever,1,movies
ever wilco,1,movies
phenomenal band,1,movies
will capture,1,movies
ian holm,3,movies
holm conquers,1,movies
conquers france,1,movies
earthy napoleon,1,movies
offers big,1,movies
fat dumb,1,movies
dumb laughs,1,movies
may make,1,movies
sports admirable,1,movies
admirable energy,1,movies
energy full,1,movies
bodied characterizations,1,movies
narrative urgency,1,movies
directors brett,1,movies
brett morgen,1,movies
nanette burstein,1,movies
bold biographical,1,movies
biographical fantasia,1,movies
subtitled costume,1,movies
remote african,1,movies
african empire,1,movies
phones guns,1,movies
internal combustion,1,movies
combustion engine,1,movies
tremendous piece,1,movies
minor pastry,1,movies
obviously aimed,1,movies
country bears,7,movies
keep parents,2,movies
parents amused,1,movies
low groan,1,movies
guffaw ratio,1,movies
labute masterfully,1,movies
masterfully balances,1,movies
modern stories,1,movies
stories together,1,movies
one never,1,movies
never overwhelms,1,movies
spare wildlife,1,movies
far worse,1,movies
worse messages,1,movies
young audience,2,movies
perfectly happy,1,movies
sloppy slapstick,2,movies
slapstick comedy,3,movies
leigh succeeds,1,movies
dramatic slap,1,movies
simultaneously painful,1,movies
ominous pervasive,1,movies
unknown threat,1,movies
threat lurks,1,movies
lurks just,1,movies
almost constant,1,movies
constant mindset,1,movies
'film aficionados,1,movies
paradiso whether,1,movies
original version,2,movies
new director's,1,movies
director's cut,4,movies
cut ',1,movies
insular world,1,movies
many clichã©s,1,movies
dedicated artists,1,movies
unprecedented construction,1,movies
construction project,1,movies
project going,1,movies
quite another,1,movies
feel physically,1,movies
physically caught,1,movies
contradicts everything,2,movies
movies nowadays,1,movies
nowadays instead,1,movies
simply handling,1,movies
handling conventional,1,movies
conventional material,1,movies
conventional way,1,movies
way secretary,1,movies
secretary takes,1,movies
unexpected material,1,movies
unexpected way,1,movies
lot going,1,movies
brilliant performances,1,movies
filmmaker stacy,1,movies
stacy peralta,1,movies
flashy editing,1,movies
editing style,1,movies
always jell,1,movies
sean penn's,1,movies
penn's monotone,1,movies
monotone narration,1,movies
material without,1,movies
without sentimentalizing,2,movies
elevate ''glory'',1,movies
mere presence,1,movies
atmospheric weirdness,1,movies
droppingly odd,1,movies
odd behavior,1,movies
behavior yet,1,movies
weirdly appealing,1,movies
hollywood rejiggering,1,movies
conventional direction,1,movies
unabashed sense,1,movies
fashioned escapism,1,movies
breezy blend,1,movies
art history,1,movies
history esoteric,1,movies
esoteric musings,1,movies
whimsical humor,1,movies
ming liang's,2,movies
liang's ghosts,1,movies
painfully aware,1,movies
one arresting,1,movies
arresting image,1,movies
another songs,1,movies
second floor,1,movies
enjoyable randomness,1,movies
lively dream,1,movies
compelling amusing,1,movies
sean penn,1,movies
owe nicolas,1,movies
nicolas cage,2,movies
uniformly good,1,movies
pop cyber,1,movies
cyber culture,2,movies
perfect show,1,movies
just one,8,movies
underrated professionals,1,movies
rarely receive,1,movies
film winds,1,movies
strong character,1,movies
character oriented,1,movies
oriented piece,1,movies
line may,1,movies
127 years,1,movies
years old,4,movies
el crimen,3,movies
crimen del,3,movies
del padre,3,movies
padre amaro,3,movies
despairing vision,1,movies
corruption within,1,movies
catholic establishment,1,movies
depth study,1,movies
important developments,1,movies
computer industry,1,movies
university computer,1,movies
computer science,1,movies
science departments,1,movies
yet instantly,1,movies
instantly recognizable,2,movies
wonderfully speculative,1,movies
speculative character,1,movies
rather slow,1,movies
slow beginning,1,movies
arresting images,1,movies
john sayles,1,movies
commerce tourism,1,movies
tourism historical,1,movies
historical pageants,1,movies
movie without,6,movies
without neglecting,1,movies
neglecting character,1,movies
even one,2,movies
one minute,2,movies
fire just,1,movies
might go,1,movies
time great,1,movies
great apocalypse,1,movies
apocalypse movies,1,movies
smart little,1,movies
little indie,2,movies
beautiful canvas,1,movies
nicholson proves,1,movies
best brush,1,movies
smokey robinson,1,movies
movie will,8,movies
will worm,1,movies
riveting profile,1,movies
law enforcement,1,movies
visceral nasty,1,movies
nasty journey,1,movies
urban hades,1,movies
director douglas,2,movies
douglas mcgrath,1,movies
mcgrath takes,1,movies
halfhearted zeal,1,movies
8th grade,1,movies
grade boy,1,movies
boy delving,1,movies
required reading,1,movies
cartoons derived,1,movies
tv shows,1,movies
hey arnold,6,movies
clever offbeat,1,movies
even gritty,1,movies
gritty enough,1,movies
screenplay proficient,1,movies
singularly cursory,1,movies
cursory testud,1,movies
testud acts,1,movies
feral intensity,1,movies
young bette,1,movies
bette davis,2,movies
wide summer,1,movies
summer audience,1,movies
mouth reviews,1,movies
place among,1,movies
studio's animated,1,movies
animated classics,1,movies
rohmer's drama,1,movies
drama builds,1,movies
intense indoor,1,movies
indoor drama,1,movies
compassion sacrifice,1,movies
christian love,2,movies
political corruption,1,movies
totally weirded,1,movies
community therapy,1,movies
therapy spectacle,1,movies
spectacle quitting,1,movies
quitting hits,1,movies
hits home,1,movies
disorienting force,1,movies
extremely funny,2,movies
first part,1,movies
part making,1,movies
come later,1,movies
tattoo borrows,1,movies
borrows heavily,2,movies
sophisticated intrigue,1,movies
scale characters,1,movies
cho continues,1,movies
outer limits,1,movies
considerable brio,3,movies
elvira fans,1,movies
hardly ask,1,movies
canny derivative,1,movies
derivative wildly,1,movies
wildly gruesome,1,movies
gruesome portrait,1,movies
london sociopath,1,movies
wonderfully edited,1,movies
extremely thorough,1,movies
bracing unblinking,1,movies
unblinking work,1,movies
painful elegy,1,movies
sobering cautionary,1,movies
hashiguchi uses,1,movies
japan bustling,1,movies
bustling atop,1,movies
play doh,1,movies
liman tries,1,movies
details slip,1,movies
best date,1,movies
twice delightfully,1,movies
delightfully charming,1,movies
totally american,1,movies
might add,1,movies
add slice,1,movies
comedic bliss,1,movies
urban conflagration,1,movies
members will,1,movies
leave feeling,2,movies
nesbitt's cooper,1,movies
cooper looks,1,movies
bullets stop,1,movies
stop flying,1,movies
another love,1,movies
2002's remarkable,1,movies
remarkable procession,1,movies
sweeping pictures,1,movies
romance genre,1,movies
another retelling,1,movies
alexandre dumas',1,movies
dumas' classic,1,movies
kevin reynolds,1,movies
f rom,1,movies
outstanding soundtrack,1,movies
unconventional narrative,1,movies
blazingly alive,1,movies
many levels,2,movies
strong dramatic,1,movies
gradually sneaks,1,movies
'laugh therapy',1,movies
movie comedies,1,movies
comedies offbeat,1,movies
offbeat humor,1,movies
humor amusing,1,movies
amusing characters,1,movies
seeing 'analyze,1,movies
feel better,1,movies
better already,1,movies
penetrating potent,1,movies
potent exploration,1,movies
sanctimony self,1,movies
awareness self,1,movies
self hatred,2,movies
self determination,1,movies
retooled genre,1,movies
amiably idiosyncratic,1,movies
idiosyncratic work,1,movies
entertaining thought,1,movies
simple message,2,movies
message god,1,movies
power comes,1,movies
soul's eye,1,movies
eye view,1,movies
meaning patronizing,1,movies
patronizing masked,1,movies
social injustice,1,movies
although mainstream,1,movies
american movies,2,movies
movies tend,1,movies
familiar every,1,movies
film arrives,1,movies
gives viewers,1,movies
hyang lee's,2,movies
lee's film,2,movies
deceptively simple,2,movies
simple deeply,1,movies
saturday morning,3,movies
morning tv,2,movies
tv especially,1,movies
pseudo educational,1,movies
educational stuff,1,movies
first directorial,1,movies
directorial effort,1,movies
effort presents,1,movies
utterly ridiculous,1,movies
ridiculous shaggy,1,movies
shaggy dog,3,movies
dog story,2,movies
creative energetic,1,movies
original comedies,1,movies
visual imagination,2,movies
although commentary,1,movies
really tells,1,movies
life size,1,movies
size reenactment,1,movies
jack chick,1,movies
chick cartoon,1,movies
cartoon tracts,1,movies
always ended,1,movies
hippie getting,1,movies
getting tossed,1,movies
grainy photography,1,movies
photography mars,1,movies
otherwise delightful,1,movies
love letter,1,movies
slain rappers,1,movies
two crimes,1,movies
yet recovered,1,movies
wondrous beats,1,movies
daily struggles,1,movies
simple pleasures,1,movies
pleasures usurp,1,movies
preaching message,1,movies
roll across,1,movies
pat ending,1,movies
warm fuzzy,1,movies
fuzzy feeling,1,movies
feeling prevails,1,movies
way original,1,movies
downtown saturday,1,movies
matinee brain,1,movies
brain candy,1,movies
comic barbs,1,movies
barbs slap,1,movies
rewarding comedy,1,movies
contemporary southern,1,movies
southern adolescence,1,movies
never lets,6,movies
cremaster 3,1,movies
tough pill,1,movies
self expression,1,movies
spectacular belly,1,movies
belly flops,1,movies
screen runteldat,1,movies
moore's better,1,movies
fingering problems,1,movies
finding solutions,1,movies
strong itch,1,movies
powerful success,1,movies
provocative material,1,movies
material shows,1,movies
films director,1,movies
director co,1,movies
writer jacques,1,movies
jacques audiard,1,movies
audiard though,1,movies
though little,1,movies
country belongs,1,movies
top rank,1,movies
french filmmakers,1,movies
sure hand,1,movies
particularly impressive,1,movies
generous inspiring,1,movies
inspiring film,2,movies
gradually becomes,1,movies
sexy razzle,1,movies
razzle dazzle,2,movies
everyone especially,1,movies
especially movie,1,movies
movie musical,1,movies
musical fans,1,movies
vincent gallo,2,movies
french shocker,1,movies
shocker playing,1,movies
usual bad,1,movies
bad boy,4,movies
boy weirdo,1,movies
weirdo role,1,movies
fierce glaring,1,movies
highly studied,1,movies
patient viewer,1,movies
reasonably attractive,1,movies
attractive holiday,1,movies
holiday contraption,1,movies
contraption one,1,movies
families looking,1,movies
clean kid,1,movies
kid friendly,1,movies
friendly outing,1,movies
campanella gets,1,movies
tone just,1,movies
just right,1,movies
right funny,1,movies
fascinating study,2,movies
disturbing story,1,movies
handsome execution,1,movies
aspects margarita,1,movies
margarita happy,2,movies
happy hour,2,movies
hour represents,1,movies
auspicious feature,1,movies
delicious trimmings,1,movies
trimmings arrive,1,movies
arrive early,1,movies
stay late,1,movies
late filling,1,movies
filling nearly,1,movies
lighthearted glow,1,movies
impudent snickers,1,movies
glorious dose,1,movies
humankind's liberating,1,movies
liberating ability,1,movies
punk rock,1,movies
music used,1,movies
video medium,1,movies
spirit perception,1,movies
perception conviction,1,movies
best herzog,1,movies
